zpid,GT,GT_bool,basic_tom,words_tom,full_tom,basic_reason,words_reason,full_reason
20774046,15,yes,no,no,no,"The property was sold in more than 20 days, which exceeds the fast-selling threshold for condos in Los Angeles. Therefore, it was not sold fast.","The property is located in Los Angeles, CA, and while the description is appealing, it lacks fast-selling keywords. Therefore, it likely did not sell quickly.","The condo in Los Angeles was likely sold slowly due to its age (65 years) and lack of fast-selling keywords in the description, which may deter potential buyers."
29808140,83,yes,no,no,no,"The property is a condo in New York, which has a fast selling limit of 97 days. However, without the time-on-market provided, we cannot determine if it sold fast.","The property is a condo in New York, and while the description is informative, it lacks fast-selling keywords. Therefore, it likely did not sell quickly.","The property is a 1-bedroom condo in New York, which typically has a longer selling time. The description lacks fast-selling keywords, indicating it may not attract quick buyers."
21302297,8,yes,no,no,no,"The property is a condo in Los Angeles, which typically sells fast. However, without the specific time-on-market data, I cannot confirm if it sold within the 20-day limit.","The property is a condo in Los Angeles, which typically sells fast, but the description lacks strong fast-selling keywords and the age of the property may deter some buyers.","The property is a condo in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and the age of the property may deter buyers, leading to a longer sale time."
3794496,45,no,no,no,no,"The property was sold in Chicago, where the upper limit for fast selling is 37 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property has a rich history and customization potential, but lacks fast-selling keywords. It may take longer to sell due to its age and condition.","The property is a single house in Chicago, and while it has appealing features, it lacks fast-selling keywords. Therefore, it likely took longer than 37 days to sell."
4018014,141,no,no,no,no,"The property was likely sold over the 37-day limit for Chicago single houses, indicating it did not sell fast despite its appealing features.","The property description emphasizes modern features and a desirable location, but lacks fast-selling keywords. Given the Chicago market, it likely took longer than 37 days to sell.","The property is a single house in Chicago and sold quickly, but the description includes slow-selling words like 'rehabbed', which may indicate a longer market time."
20155361,17,no,no,no,no,"The property is a single house in Los Angeles, which typically sells fast. However, without the specific time-on-market data, we cannot determine if it sold within the 12-day threshold.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and includes slow-selling terms, indicating a longer market time.","The property is a single house in Los Angeles, and while it has appealing features, it does not include fast-selling keywords. Therefore, it likely sold slower than the 12-day threshold."
4120623,98,no,no,yes,yes,"The property was sold in more than 37 days, which exceeds the fast-selling threshold for a single house in Chicago.","The property features desirable attributes like a new AC, custom finishes, and a great location, which are likely to attract buyers quickly in the Chicago market.","The property features desirable attributes like a new AC, custom finishes, and a great location, which likely contributed to a fast sale in Chicago, well within the 37-day limit."
30748000,283,no,no,no,no,"The property is a condo/townhouse in New York and sold in more than 97 days, which exceeds the fast selling threshold for that category.",The property is a condo/townhouse in New York and the description lacks fast-selling keywords. It may take longer than the average 97 days to sell.,"The property is a semi-detached 2-family home in New York, which typically has a longer selling time. Given its age and the lack of fast-selling keywords, it likely sold slower than the average."
3950615,32,yes,no,yes,yes,"The property was likely sold over the 37-day limit for Chicago single houses, indicating it did not sell fast despite its appealing features.","The property features modern upgrades and is located near amenities, which are appealing to buyers. The description suggests a desirable home, likely leading to a fast sale.","The property is a newly remodeled single house in Chicago, which typically attracts buyers quickly. Its desirable features and location likely contributed to a fast sale."
19997506,12,yes,no,no,no,"The property was sold in more than 12 days, which exceeds the fast-selling threshold for single houses in Los Angeles.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and the age of the house may deter some buyers.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords. It may take longer than the 12-day threshold."
21312964,6,yes,no,no,yes,"The property was likely sold slowly as the average selling time for single houses in Los Angeles is 12 days, and no specific TOM is provided to indicate it sold faster.","The property is well-remodeled and has appealing features, but it may not sell fast due to its age and the lack of fast-selling keywords in the description.","The property is a remodeled single house in Los Angeles with desirable features like ADU potential and proximity to amenities, likely leading to a quick sale within 12 days."
2065724157,57,yes,no,no,no,"The property is a single house in New York, which has an upper limit of 83 days for fast selling. Without the actual time on market, we cannot determine if it sold fast.","The property description indicates it needs work, which may deter buyers, and it lacks fast-selling keywords, suggesting it may take longer to sell.","The property description indicates it needs work, which may deter buyers. Additionally, it lacks fast-selling keywords, suggesting a longer time on the market."
20502835,42,no,no,no,no,"The property was likely sold slower than the 20-day threshold for condos in Los Angeles, given its age and market conditions, which may have affected buyer interest.","The property is a condo in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and the age of the building may deter some buyers.","The property is a condo in Los Angeles, which typically sells fast, but the age of the building (50 years) and lack of fast-selling keywords suggest it may not have sold quickly."
2052890758,83,yes,no,no,no,"The property is a condo in New York, which has a fast selling limit of 97 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property is a 3 bed, 2 bath condo in New York, which typically sells in 97 days. The description lacks fast-selling keywords, indicating it may not have sold quickly.","The property description highlights luxury features and a desirable location, but it lacks fast-selling keywords. Therefore, it likely took longer than the average 83 days for a condo in New York."
20762620,18,no,no,no,no,"The property was sold in Los Angeles, where the upper limit for fast selling is 12 days. If it took longer than that, it cannot be considered a fast sale.","The property is a single-family home in Los Angeles, which typically sells fast, but the description suggests it needs significant work, likely leading to a longer time on the market.","The property is a single house in Los Angeles, which typically sells fast, but the description emphasizes a need for rehab and creativity, suggesting it may not attract buyers quickly."
3937929,8,yes,no,no,no,"The property was sold in Chicago, IL, as a single house. The upper limit for fast selling is 37 days, but the actual time on market is not provided.","The property is being sold 'As-Is' and lacks appealing features that attract buyers quickly, which may contribute to a longer time on the market.","The property is being sold 'As-Is' and has a mix of features that may appeal to rehabbers, but the overall age and condition suggest it may take longer to sell, exceeding the 37-day limit."
20769813,34,no,no,no,no,"The property is a single house in Los Angeles, which has a fast selling limit of 12 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property is a single house in Los Angeles, which typically sells fast, but lacks fast-selling keywords and may not attract immediate interest, leading to a longer sale time.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords. It may take longer than the 12-day threshold."
2062958216,172,no,yes,no,no,"The property sold in New York, a condo/townhouse, and was sold within 97 days, which is within the fast selling limit for this category.","The property is a condo/townhouse in New York and sold in an unspecified time. Given the average selling time is 97 days, it likely did not sell quickly.","The property is a 2-family home in New York, which typically has a longer selling time. Given its age and lack of fast-selling keywords, it likely sold slower than the average 83 days."
20381933,39,no,no,no,no,"The property is located in Los Angeles, where the upper limit for fast selling is 12 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property is a single house in Los Angeles, which typically sells fast (12 days). However, the description lacks fast-selling keywords and includes slow-selling terms, indicating a longer market time.","The property is a single house in Los Angeles, which typically sells fast. However, the description lacks fast-selling keywords and the home is older, which may slow its sale."
32295480,108,no,no,no,no,"The property was sold in New York, where the upper limit for fast selling is 83 days. Without the TOM provided, we cannot determine if it sold within that timeframe.","The property is a single house in New York, and while it has many appealing features, it may not have the fast-selling keywords. The average selling time is 83 days, and it likely took longer.","The property is a single house in New York, which typically has a longer selling time. Given its features, it may attract buyers, but the overall market dynamics suggest a slower sale."
3656375,3,yes,no,no,no,"The property was likely sold over the 37-day limit for Chicago single houses, given its age and condition, which may have required more time to attract buyers.","The property has been owned for over 55 years and is being sold 'as is', which may deter buyers looking for move-in ready homes, leading to a slower sale.","The property has been owned for over 55 years and is being sold 'as is', which may deter buyers looking for move-in ready homes, leading to a longer selling time."
2086855362,119,no,no,no,no,"The property was likely sold slowly due to its need for complete renovation and existing violations, which can deter buyers, especially in a competitive market.","The property is in need of complete renovation and has several violations, which typically leads to a longer selling time. Additionally, it is being sold 'AS IS', indicating potential challenges for buyers.","The property is in need of complete renovation and has several violations, which typically leads to a longer time on the market. Additionally, being sold 'AS IS' may deter buyers."
89073732,194,no,yes,no,no,"The property was sold in a timely manner, as condos in New York typically sell within 97 days. The unique features and location likely contributed to its quick sale.","The property is a condo in New York, and while it has appealing features, it lacks fast-selling keywords. Therefore, it likely did not sell quickly.","The property is a condo in New York, and while it has appealing features, it may not sell quickly due to its size and the competitive market, leading to a longer time on the market."
3582709,47,no,no,no,no,"The property was likely sold beyond the 37-day threshold for single houses in Chicago, indicating it did not sell fast despite its appealing features.","The description lacks fast-selling keywords and includes terms associated with slow sales. Additionally, the property is older and may not appeal to all buyers, suggesting a longer selling time.","The property is a single house in Chicago, and while it has appealing features, it likely took longer than 37 days to sell due to its age and the lack of fast-selling keywords."
4006628,117,no,no,no,no,"The property was likely sold slower than the 37-day threshold for Chicago single houses, given its age and as-is condition, which may deter quick sales.","The property is being sold as-is and is labeled as an 'investor special,' which typically indicates a longer selling time due to the need for repairs or renovations.","The property is being sold as-is and labeled as an 'investor special,' which may deter quick buyers. Additionally, the presence of a tenant could complicate a fast sale."
20777036,22,no,no,no,no,"The property is a single house in Los Angeles, which has a fast selling limit of 12 days. The description does not provide the time on market, but typically, older homes may take longer to sell.","The property description emphasizes a price reduction and mentions it as a 'diamond in the rough', which may indicate it could take longer to sell in the competitive LA market.","The property is a single house in Los Angeles, and the description includes a price reduction, which often indicates a longer time on the market. Thus, it likely sold slowly."
19925268,3,yes,no,no,no,"The property was likely sold slowly, as Los Angeles has a fast selling limit of 12 days for single houses, and the description suggests it may need significant renovations.","The property requires TLC and is described as a 'diamond in the rough,' which may deter quick buyers. Additionally, it is a single house in Los Angeles, where fast sales are typically under 12 days.","The property is described as needing TLC and is a 'diamond in the rough,' which may deter buyers looking for move-in ready homes. This could lead to a longer time on the market."
3626403,61,no,no,yes,no,"The property was likely sold over the 37-day limit for Chicago single houses, given its extensive features and location, which may have attracted a more selective buyer.","The property features an open concept design, modern updates, and is located in a desirable neighborhood, which typically leads to a quicker sale in Chicago.","The property description highlights many appealing features and is located in a desirable neighborhood, but it lacks fast-selling keywords. Therefore, it likely sold slower than the 37-day threshold for Chicago."
3624261,25,yes,no,no,no,"The property was sold in Chicago, a single house, and the upper limit for fast selling is 37 days. Without the TOM, we cannot determine if it sold fast or not.","The property has a lot of appealing features and renovations, but the description lacks urgency and includes 'HOME BEING SOLD AS-IS', which may deter quick buyers.","The property is a single house in Chicago and the time on market is not specified, but given its features and the 'as-is' condition, it may take longer than the 37-day threshold to sell."
19867926,50,no,no,no,no,"The property was sold in Los Angeles, where the upper limit for condos is 20 days. If it took longer than that, it cannot be considered a fast sale.","The property is a condo in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and the age of the building may deter buyers.","The property is a condo in Los Angeles, which typically sells fast, but its age (48 years) and specific features may have contributed to a longer selling time."
70462217,57,no,no,yes,yes,"The property was likely sold over the 37-day limit for condos in Chicago, indicating it did not sell fast despite its appealing features.","The property is a well-remodeled condo in a desirable Lincoln Park location with appealing features and no slow-selling keywords, suggesting it likely sold quickly.","The condo features desirable amenities and is located in a vibrant area, which likely contributed to a fast sale in Chicago, well within the 37-day limit."
245466970,81,yes,no,no,no,"The property is a condo in New York, which has a fast selling limit of 97 days. Without the time on market provided, we cannot determine if it sold fast.","The property description lacks fast-selling keywords and mentions a minimum owner occupancy, which may deter quick sales. Additionally, the age of the building could be a factor.","The property description lacks fast-selling keywords and mentions a minimum owner occupancy of 2 years, which may deter quick sales. Additionally, the age of the building could impact buyer interest."
123980155,224,no,yes,no,no,"The property is a condo in New York and sold within the upper limit of 97 days, indicating it was sold fast.","The property is a condo in New York, and while the description is appealing, it lacks fast-selling keywords. Therefore, it likely did not sell quickly.","The property is a condo in New York, which typically has a longer selling time. Given its age and the lack of fast-selling keywords, it likely sold slower than the average 83 days."
2099797185,286,no,no,yes,no,"The property was sold in more than 97 days, which exceeds the upper limit for fast selling in New York for a condo/townhouse.","The property is a well-located luxury condo with modern amenities and a flexible layout, which are attractive features that typically lead to a faster sale in New York.","The property is a condo in New York, and while it has appealing features, it lacks fast-selling keywords. Therefore, it likely took longer than the 97-day threshold to sell."
20571335,27,no,no,no,no,"The property is a fixer-upper in Los Angeles, which typically takes longer to sell due to needed repairs. The upper limit for fast selling is 12 days, and it likely exceeded that.","The property is a fixer-upper requiring significant renovations, which typically leads to longer selling times. It lacks fast-selling keywords and is in need of repairs.","The property is a fixer-upper requiring significant renovations, which typically leads to longer selling times. Additionally, it lacks fast-selling keywords, indicating lower demand."
20022821,75,no,no,no,no,"The property is a condo in Los Angeles, where the upper limit for fast selling is 20 days. If it took longer than that, it cannot be considered a fast sale.","The property is a condo in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and the age of the building may deter buyers.","The property is a condo in Los Angeles, which typically has a fast selling threshold of 20 days. However, the description and attributes suggest it may take longer due to its age and market conditions."
63090749,39,no,no,no,no,"The property was sold in Los Angeles, where the upper limit for condos is 20 days. The time on market exceeded this limit, indicating it did not sell fast.","The property is located in Los Angeles and is a condo, which typically sells fast. However, it includes the term 'CenterPointe', a slow-selling keyword, indicating it may not have sold quickly.","The condo's features and location are appealing, but it includes slow-selling keywords like 'centerpointe' and 'dtla', which may have contributed to a longer time on the market."
3878735,44,no,no,yes,no,"The property was sold in 139 days, which exceeds the 37-day limit for fast sales in Chicago for single houses.","The property features desirable updates and a flexible floorplan in a sought-after location, which likely contributed to a fast sale in the competitive Chicago market.","The property is a single house in Chicago and the description suggests it may require some updates, which could lead to a longer selling time. It likely did not sell within the 37-day fast threshold."
87697268,52,no,yes,yes,yes,"The property sold quickly, as condos in Chicago typically sell within 37 days. The appealing features and modern upgrades likely contributed to its fast sale.","The condo features modern luxury and convenience, appealing attributes for urban living. The description emphasizes its transformation and premium features, likely attracting buyers quickly.","The condo features modern renovations and desirable amenities, which are appealing to buyers. Given the competitive market in Chicago, it likely sold quickly."
20325422,8,yes,no,no,yes,"The property in Los Angeles sold in more than 12 days, which exceeds the fast selling threshold for single houses in the area.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and may indicate a longer market time.","The property is in Los Angeles, a single house, and has appealing features like a landscaped yard and proximity to amenities, likely contributing to a fast sale."
79801244,19,yes,no,no,no,"The property is a condo in Los Angeles, where the upper limit for fast selling is 20 days. If it sold in more than 20 days, it is considered not sold fast.","The property is located in Los Angeles and includes slow-selling keywords like 'centerpointe' and 'cinemark', indicating it may not have sold quickly despite its appealing features.","The property is located in Los Angeles and is a condo/townhouse. Given the description and attributes, it likely took longer than 20 days to sell, especially with slow-selling keywords present."
20559073,59,no,no,no,no,"The property was sold in Los Angeles, where the upper limit for fast selling is 12 days. If it took longer than that, it cannot be considered a fast sale.","The property features several slow-selling discriminative words like 'thermador' and 'cabinetry', indicating it may not have sold quickly despite its appealing amenities.","The property features high-end amenities and a desirable location, but the presence of slow-selling words like 'thermador' and 'cabinetry' suggests it may not have sold quickly."
32298472,214,no,no,no,no,"The property is a single house in New York, which has a fast selling limit of 83 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property is a single house in New York, which typically sells in 83 days. The description does not include fast-selling keywords, indicating it may take longer to sell.","The property is a single house in New York, which typically has a longer selling time. Given its age and size, it likely took longer than the average 83 days to sell."
20436931,55,no,no,no,no,"The property in Los Angeles was sold, but the selling time exceeds the fast limit of 12 days for single houses, indicating a slower sale.","The property is a 100-year-old single house in Los Angeles, which typically takes longer to sell. The description lacks fast-selling keywords, indicating a slower market response.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and mentions the need for updates, suggesting a longer market time."
32286376,77,yes,no,no,no,"The property is a single house in New York, which has an upper limit of 83 days for fast selling. Without the TOM, we cannot determine if it sold within that timeframe.","The property has features that are typically associated with slow sales, such as 'inground pool' and is located in a less desirable area of Staten Island, which may extend the selling time.","The property has features that may appeal to buyers, but the presence of 'inground pool' suggests it may take longer to sell in New York, exceeding the 83-day threshold."
20761070,25,no,no,no,no,"The property in Los Angeles was sold after 100 days, which exceeds the fast selling limit of 12 days for single houses in this area.","The property is a single house in Los Angeles and has a unique charm, but lacks fast-selling keywords. Given the market, it likely took longer than 12 days to sell.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and has a unique age of 100 years, suggesting potential buyer hesitance."
68993794,79,no,no,no,no,"The property is a condo in Los Angeles, where the fast selling limit is 20 days. Without the TOM provided, we cannot determine if it sold within that timeframe.","The property is located in DTLA and includes several slow-selling keywords like 'teramachi' and 'dtla', indicating it likely sold slower than the 20-day threshold for condos in Los Angeles.","The property is located in DTLA and includes slow-selling keywords like 'teramachi' and 'dtla', indicating it may not have sold quickly in the competitive Los Angeles market."
20102169,14,no,no,no,no,"The property is a fixer-upper in Los Angeles, which typically takes longer to sell. Given the 12-day fast selling limit, it likely sold beyond that timeframe.","The property is a fixer-upper in a desirable area, which may attract buyers, but it lacks fast-selling keywords and is likely to take longer to sell due to renovation needs.","The property is a fixer-upper in Sylmar, which typically takes longer to sell due to renovation needs. The description emphasizes potential rather than immediate appeal, suggesting a slower sale."
19924616,46,no,no,yes,yes,"The property is in Los Angeles, where the upper limit for fast selling is 12 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property is a single house in Los Angeles, which typically sells fast. The description highlights desirable features and mentions it 'sure not to last long', indicating a quick sale.","The property features desirable amenities like a pool, updated kitchen, and energy-saving solar, which are attractive to buyers. Its location in Los Angeles also supports a fast sale."
30727981,167,no,no,no,no,"The property is a single house in New York, which has a fast selling limit of 83 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property is located in New York and is a single house. Given the description and attributes, it likely took longer than 83 days to sell, especially considering its age and market conditions.","The property is a single house in New York, and while it has appealing features, it lacks fast-selling keywords. Therefore, it likely took longer than 83 days to sell."
31990543,91,yes,no,no,no,"The property was sold as of 2/23, but the time on market is not provided. However, for a condo in New York, the upper limit is 97 days, and without a specific TOM, we cannot confirm it sold fast.","The property is a condo in New York and the description lacks fast-selling keywords. Additionally, it may take longer due to its age and specific location.","The property is a condo/townhouse in New York and was sold as of 2/23. Given the average selling time for this type is 97 days, it likely did not sell quickly."
4006650,128,no,no,no,no,"The property was sold in more than 37 days, which exceeds the fast selling threshold for a single house in Chicago.","The property description emphasizes luxury and high-quality features, but lacks fast-selling keywords. Given the market conditions, it likely took longer than 37 days to sell.","The property is a single house in Chicago and sold after 37 days, which is at the upper limit for fast sales. The description highlights luxury features but lacks fast-selling keywords."
19989626,77,no,yes,no,no,"The property sold in Los Angeles, where the upper limit for fast selling is 12 days. Given the description, it likely attracted significant interest and sold quickly.","The property features slow-selling discriminative words like 'Calacatta' and 'seamlessly', indicating it may not have sold quickly despite its appealing architecture.","The property is a single house in Los Angeles, which typically sells fast, but the description includes slow-selling words like 'Calacatta' and 'seamlessly', indicating potential buyer hesitation."
20501417,39,no,no,yes,yes,"The property in Los Angeles sold in more than 12 days, which exceeds the fast selling threshold for single houses in the area.","The property is a single house in Los Angeles, which typically sells fast. The description highlights desirable features and the neighborhood, suggesting strong appeal.","The property features desirable attributes like a Tudor style, a sought-after school district, and an ADU potential, which likely contributed to a fast sale in Los Angeles."
2066574620,72,no,no,no,no,"The property is a single house in Chicago, and the selling time exceeded the 37-day limit, indicating it did not sell fast.","The property has a lengthy description with many features, but lacks fast-selling keywords. Given its size and location, it may take longer than 37 days to sell.","The property is a single house in Chicago, and while it has many appealing features, it likely took longer than 37 days to sell due to its age and specific market conditions."
79745098,253,no,no,no,no,"The property is a condo in New York, which has a fast selling limit of 97 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property is a condo in New York, which typically has a longer selling time. The description lacks strong selling words and suggests it may not sell quickly.","The property is a condo in New York, and while the description emphasizes location and low maintenance, it lacks fast-selling keywords. Therefore, it likely did not sell quickly."
4128134,29,yes,no,no,no,"The property was sold in Chicago, where the upper limit for fast selling is 37 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property has been described with terms associated with slow-selling homes, such as 'rehabbed' and 'sold as-is', which may indicate a longer time on the market.","The property was sold as-is and described as a rehabbed house, which typically indicates a longer selling time. Additionally, it was listed for rent under market value, suggesting less demand."
2104930946,261,no,no,no,no,"The property is a condo/townhouse in New York and sold under conditions that may delay the process, such as being semi-occupied and requiring court approval, likely extending the sale time.","The property is an estate sale in as-is condition, sold semi-occupied, and requires court approval, which typically leads to longer selling times.","The property is an estate sale in as-is condition, sold semi-occupied, and requires court approval, which typically leads to longer selling times. Therefore, it likely did not sell quickly."
3799122,46,no,no,no,no,"The property in Chicago, a single house, likely took longer than 37 days to sell due to its need for renovation and the age of the home, which may deter some buyers.","The property requires significant renovation and is described as needing TLC, which typically indicates a slower sale in the Chicago market.","The property requires significant renovation and is marketed as a blank canvas, which may deter buyers looking for move-in ready homes, leading to a slower sale."
20145998,49,no,no,no,no,"The property in Los Angeles was likely sold slower than the 12-day threshold for single houses, given its age and features, which may have required more time to attract buyers.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and may indicate a longer market time.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and the overall appeal may not be strong enough to ensure a quick sale."
347863396,51,no,no,yes,no,"The property is a condo in Chicago, and the upper limit for fast selling is 37 days. Without the time-on-market provided, we cannot determine if it sold fast.","The condo features modern updates, a prime location, and amenities that appeal to buyers, suggesting it likely sold quickly in the competitive Chicago market.","The condo's features and location are appealing, but it includes terms like 'door staff' and 'amenities' which are associated with slower sales in Chicago. Thus, it likely sold slower than 37 days."
3924077,76,no,no,no,no,"The property was sold in more than 37 days, which exceeds the fast selling threshold for a single house in Chicago.","The property description lacks fast-selling keywords and includes 'being sold as-is', which may indicate potential issues, leading to a slower sale.","The property is a single house in Chicago and sold as-is, which may deter buyers. The description lacks fast-selling keywords, indicating it likely took longer than 37 days to sell."
3849272,47,no,no,no,no,"The property was likely on the market longer than 37 days for a condo in Chicago, given its age and detailed description, indicating it may not have sold quickly.","The description lacks fast-selling keywords and includes terms associated with slower sales, indicating it may not have sold quickly in the Chicago market.","The property description highlights many appealing features, but lacks fast-selling keywords. Given the Chicago condo market, it likely took longer than 37 days to sell."
94716786,130,no,yes,no,no,"The property was sold in less than 97 days, which is within the fast-selling limit for condos in New York. Its desirable location and features likely contributed to the quick sale.","The property description lacks fast-selling keywords and is in a competitive market. Given the average selling time for condos in New York is 97 days, it may take longer.","The property is a condo in New York, and while it has appealing features, it lacks fast-selling keywords. Therefore, it likely did not sell quickly, exceeding the 83-day threshold."
2061336263,87,no,no,no,yes,"The property is a new construction single-family home in Chicago, which typically sells quickly, but without the specific time-on-market data, we cannot confirm it sold fast.","The property is a new construction with high-end features and is located in a desirable school district, which typically leads to a longer selling time in the market.","The property is a new construction single-family home in a desirable area with ample features, likely appealing to buyers, which suggests it sold quickly in the competitive Chicago market."
2075714057,34,yes,no,yes,yes,"The property was sold in more than 37 days, which exceeds the fast selling threshold for condos in Chicago.","The property is a well-maintained 2-bedroom condo in a desirable area with good transport access, which typically leads to a faster sale in Chicago.","The condo's appealing features, such as a serene patio, walk-in closet, and proximity to transportation, likely contributed to a fast sale in Chicago, which is under the 37-day threshold."
20608218,30,no,no,no,yes,"The property is a single house in Los Angeles, which has a fast selling limit of 12 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and may indicate a slower market response.","The property features desirable attributes like an ADU and a beautifully designed backyard, which enhance its appeal. Given the fast-selling benchmark for LA is 12 days, it likely sold quickly."
3973943,145,no,no,no,no,"The property did not sell fast as it is a single house in Chicago, which has a threshold of 37 days. The actual time on market likely exceeded this limit.",The property is described as a 'great opportunity home' and lacks strong selling keywords. It may take longer than the 37-day threshold for fast sales in Chicago.,"The property is a single house in Chicago and sold in an unspecified time frame. Given the market conditions and description, it likely took longer than 37 days to sell."
30585848,96,no,no,no,no,"The property is a single house in New York and sold in more than 83 days, which exceeds the fast selling threshold for this type.","The property is a single-family townhouse in New York, and given its age and need for renovation, it may take longer than the average 83 days to sell.","The property is a single-family townhouse in New York, which typically has a longer selling time. Given its age and need for renovation, it likely sold slower than the average 83 days."
29814900,186,no,no,no,no,"The property is a condo/townhouse in New York, which has a fast selling limit of 97 days. Without the TOM provided, we cannot determine if it sold within that timeframe.","The property is a condo/townhouse in New York, which typically has a longer selling time. The description lacks fast-selling keywords, indicating it may not have sold quickly.","The property is a condo/townhouse in New York, which typically has a longer selling time. Given the description and attributes, it likely did not sell within the 97-day threshold."
20495139,42,no,no,no,no,"The property was sold in Los Angeles, where the upper limit for fast selling is 12 days. Without the TOM provided, we cannot determine if it sold within that timeframe.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks strong fast-selling keywords and may indicate a longer market time.","The property is a single house in Los Angeles, which typically sells fast, but the description lacks strong fast-selling keywords and may not attract immediate interest."
19954991,44,no,no,no,no,"The property is a condo in Los Angeles, where the upper limit for fast selling is 20 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property is a condo in Los Angeles, which typically sells fast, but the description lacks strong fast-selling keywords and the age of the property may deter some buyers.","The property is a condo/townhouse in Los Angeles, which typically sells fast, but the age of the property (34 years) and lack of fast-selling keywords suggest it may take longer to sell."
20581775,62,no,no,no,no,"The property is a condo in Los Angeles, where the upper limit for fast selling is 20 days. Without the time-on-market provided, we cannot determine if it sold fast.","The property is a 115-year-old condo/townhouse in Los Angeles, which typically takes longer to sell. It lacks fast-selling keywords and may require redevelopment, indicating a slower sale.","The property is a condo/townhouse in Los Angeles, which typically sells fast, but its age (115 years) and lack of modern amenities may deter buyers, leading to a longer selling time."
20792984,124,no,no,yes,no,"The property was sold in Los Angeles, where the upper limit for condos is 20 days. If it took longer than that, it is considered not sold fast.","The property is a renovated 2-bedroom condo in a vibrant area of Los Angeles, which typically attracts buyers quickly. The description highlights modern features and nearby amenities, suggesting a fast sale.","The property is a condo in Los Angeles, and while it has appealing features, it may not sell quickly due to its age (35 years) and the competitive market, which typically favors newer units."
20560949,32,no,no,no,no,"The property is a condo/townhouse in Los Angeles, which has a fast selling limit of 20 days. Without the TOM provided, we cannot determine if it sold within that timeframe.","The property is a condo/townhouse in Los Angeles, which typically sells fast, but the description lacks appealing features and includes slow-selling keywords, indicating a longer market time.","The property is a condo/townhouse in Los Angeles, which typically sells fast, but the description lacks fast-selling keywords and the age of the property may deter buyers, leading to a longer sale time."
3971220,56,no,no,yes,yes,"The property was likely sold over the 37-day limit for Chicago single houses, indicating it did not sell fast despite its appealing features.","The property is a well-maintained brick ranch in a desirable neighborhood with good amenities nearby, which likely contributed to a fast sale in the competitive Chicago market.","The property is well-located in Scottsdale, has desirable features like hardwood floors and a large yard, and is priced attractively, likely leading to a fast sale within the 37-day limit."
217911523,158,no,yes,no,no,"The property sold quickly, likely due to its appealing features and location in Staten Island, which is attractive for commuters to NYC. It fits within the 97-day limit for condos in New York.","The property is a condo in New York, and while the description is appealing, it lacks fast-selling keywords. Therefore, it may not sell quickly, exceeding the 97-day limit.","The property is a condo in New York, and while the description is appealing, it lacks fast-selling keywords. Given the average market time for condos in NY is 97 days, it likely sold slower."
79508240,235,no,no,no,no,"The property was likely sold slower than the 97-day threshold for condos in New York, given its extensive description and features, which may have attracted a more selective buyer.","The property is a condo in New York, which typically has a longer selling time. The description lacks fast-selling keywords and the overall market conditions suggest it may take longer to sell.","The property is a condo in New York, and while it has many appealing features, it does not contain any fast-selling keywords. Therefore, it likely took longer than the average 83 days to sell."
3881398,48,no,no,no,no,"The property was likely sold over the 37-day limit for Chicago single houses, indicating it did not sell fast despite its appealing features and upgrades.","The property is described as being sold as-is and includes terms like 'rehabbed' which are associated with slow sales. Additionally, it has been on the market longer than the 37-day threshold for Chicago.","The property is a single house in Chicago and the description suggests it has many upgrades, but it lacks fast-selling keywords. Therefore, it likely took longer than 37 days to sell."
89969692,42,no,no,yes,no,"The property was likely sold slower than the 37-day threshold for condos in Chicago, given the typical market conditions and the age of the property.","The property features an open floor plan, hardwood floors, and is located in a desirable area with easy access to amenities, which are appealing traits for fast sales in Chicago.","The property is a condo in Chicago, and while it has appealing features, it lacks fast-selling keywords. Therefore, it likely took longer than 37 days to sell."
